Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),,,
африканец,5271,African,N.Masc.Anim,B2,LM,1,африканцы,Nom.Plur,"А как африканцы отреагируют на то, что спортсмены Советского Союза начали играть с ЮАР?",And how will Africans react to the fact that the athletes of the Soviet Union began to play with South Africa?,_,"люди, политика",,,
африканский,5272,African,A,B2,LM,1,африканских,Gen.Plur,"Бывает даже так, что жители соседних африканских племён говорят на совершенно разных языках.",Sometimes it happens that the inhabitants of neighboring African tribes speak completely different languages.,_,"описание, политика",,,
африканский,5273,African,A,B2,LM,2,африканское,Nom.Neut.Sing,"Сильное африканское солнце опасно для вашей кожи! Используйте солнцезащитный крем, выходя на улицу.",The strong African sun is dangerous for your skin! Use sunscreen when going outside.,_,"описание, политика",,,
африканский,5274,African,A,B2,LM,3,африканского,Gen.Masc.Sing,Намибия ― самая засушливая страна в южной части африканского континента.,Namibia is the driest country in the southern part of the African continent.,_,"описание, политика",,,
база,5275,base,N.Fem.Inan,B2,LM,1,базе,Loc.Sing,Вся информация об этом есть в нашей базе данных.,All the information about that is in our database.,_,"учёба/работа, политика",,,
база,5276,base,N.Fem.Inan,B2,LM,2,базы,Gen.Sing,Информация из базы должников попала в руки мошенников.,Information from the database of debtors fell into the hands of swindlers.,_,"учёба/работа, политика",,,
база,5277,base,N.Fem.Inan,B2,LM,3,базу,Acc.Sing,После каждого вылета пилоты возвращались на базу.,After each departure the pilots returned to the base.,_,"учёба/работа, политика",,,
базар,5278,bazaar,N.Masc.Inan,B2,LM,1,базаре,Loc.Sing,"Степан пёк вафли, а его жена продавала их на базаре.",Stepan baked waffles and his wife sold them at the market.,_,магазин,,,
базар,5279,bazaar,N.Masc.Inan,B2,LM,2,базара,Gen.Sing,"Вернувшись с базара, Ольга вспомнила, что забыла купить лук.","After Olga returned from the market, she remembered that she had forgotten to buy onions.",_,магазин,,,
базар,5280,bazaar,N.Masc.Inan,B2,LM,3,базар,Acc.Sing,Каждый четверг она ходила за творогом на базар.,Every Thursday she went to the market to buy cottage cheese.,_,магазин,,,
бакалавр,5281,bachelor graduate,N.Masc.Anim,B2,LM,1,бакалавра,Gen.Sing,"Она окончила Брауновский университет, получив диплом бакалавра по английской литературе.",She graduated from Brown University with a bachelor's degree in English literature.,_,"люди, учёба/работа",,,
баклажан,5282,aubergine,N.Masc.Inan,B2,"LM, Поехали",1,баклажаны,Acc.Plur,"Баклажаны помыть, почистить, порезать кубиками и засыпать солью.","Wash the eggplants, peel them, cut the into cubes and coat them with salt.",_,"животные/растения, магазин, еда",,,
бал,5283,ball,N.Masc.Inan,B2,LM,1,бал,Acc.Sing,"Мы как раз оказались в Питере, но на бал не попали ― в тот вечер у Володи был концерт.","We just happened to be in Saint Petersburg, but we didn’t make it to the ball ― that evening Volodya had a concert.",_,"люди, общение, свободное время",,,
бал,5284,ball,N.Masc.Inan,B2,LM,2,балу,Loc.Sing,"Конечно, мне будет труднее, чем Наташе Ростовой на её первом балу!","Of course, it will be harder for me than for Natasha Rostova at her first ball!",_,"люди, общение, свободное время",,,
бал,5285,ball,N.Masc.Inan,B2,LM,3,балом,Ins.Sing,Светлана очень волновалась перед балом.,Svetlana was very excited before the ball.,_,"люди, общение, свободное время",,,
баловать,5286,indulge,V,B2,LM,1,балует,Imperf.Sing.3,Она слишком балует своих внуков!,She spoils her grandchildren too much!,_,"люди, общение",,,
баловать,5287,indulge,V,B2,LM,2,балуют,Imperf.Plur.3,"Мне кажется, родители тебя слишком балуют.",It seems to me that your parents spoil you too much.,_,"люди, общение",,,
баловать,5288,indulge,V,B2,LM,3,баловать,Imperf.Inf,"Разумеется, не следует слишком баловать малыша.","Of course, you shouldn’t spoil the baby too much.",_,"люди, общение",,,
баловаться,5289,have fun,V,B2,LM,1,балуясь,Imperf.Gerund,"Наташа, балуясь, упала и сломала руку.","While having fun, Natasha fell down and broke her arm.",_,"люди, общение",,,
баловаться,5290,have fun,V,B2,LM,2,балуются,Imperf.Plur.3,"Во дворе балуются ребята, бегают, смеются.","The children are having fun, running and laughing in the courtyard.",_,"люди, общение",,,
баловаться,5291,have fun,V,B2,LM,3,балуйтесь,Imperf.Imper.Plur.2,"Не балуйтесь, пожалуйста! Чай очень горячий!","Please, don't fool around! The tea is very hot!",_,"люди, общение",,,
банкет,5292,banquet,N.Masc.Inan,B2,LM,1,банкете,Loc.Sing,На новогоднем банкете она познакомилась со своим будущим мужем.,At the New Year's banquet she met her future husband.,_,"еда, общение",,,
банкет,5293,banquet,N.Masc.Inan,B2,LM,2,банкетах,Loc.Plur,На подобных огромных банкетах он всегда чувствовал себя неуютно.,He always felt uncomfortable at such huge banquets.,_,"еда, общение",,,
банкет,5294,banquet,N.Masc.Inan,B2,LM,3,банкет,Acc.Sing,Больше тысячи человек собралось на банкет в честь юбилея компании.,More than a thousand people gathered for a banquet in order to celebrate the anniversary of the company.,_,"еда, общение",,,
банкир,5295,banker,N.Masc.Anim,B2,LM,1,банкиры,Nom.Plur,Возникает вопрос: как будут вести себя банкиры во время президентской кампании следующего года?,The question arises: how will bankers behave during next year's presidential campaign?,_,"люди, учёба/работа",,,
банкир,5296,banker,N.Masc.Anim,B2,LM,2,банкирам,Dat.Plur,В сложившейся ситуации вернуть деньги банкирам будет очень трудно.,"In this situation, it will be very difficult to return the money to the bankers.",_,"люди, учёба/работа",,,
банкир,5297,banker,N.Masc.Anim,B2,LM,3,банкира,Gen.Sing,Эдуард был сыном влиятельного банкира.,Eduard was the son of a powerful banker.,_,"люди, учёба/работа",,,
банкомат,5298,ATM,N.Masc.Inan,B2,LM,1,банкоматов,Gen.Plur,"Скоро в Москве, кроме уличных банкоматов, появятся банкоматы в метро.","Soon in Moscow, in addition to ATMs on the streets, there will be ATMs in the metro.",_,магазин,,,
банкрот,5299,bankrupt person,N.Masc.Anim,B2,LM,1,банкрот,Nom.Sing,"Он полный банкрот, и это совсем не преувеличение.","He's completely bankrupt, and that's not an exaggeration.",_,"учёба/работа, мера",,,
банкрот,5300,bankrupt person,N.Masc.Anim,B2,LM,2,банкротами,Ins.Plur,В итоге более двадцати предприятий оказались банкротами.,"As a result, more than twenty companies went bankrupt.",_,"учёба/работа, мера",,,
банкрот,5301,bankrupt person,N.Masc.Anim,B2,LM,3,банкрота,Acc.Sing,"Вам не кажется, что на банкрота бессмысленно подавать в суд?",Don't you think it's pointless to sue someone who is bankrupt?,_,"учёба/работа, мера",,,
баня,5302,sauna,N.Fem.Inan,B2,"MiP, LM, Поехали",1,бане,Loc.Sing,"Ночью в бане случился пожар, но к счастью, никто не пострадал.",There was a fire in the sauna last night but luckily nobody was injured.,_,"свободное время, жильё",,,
баня,5303,sauna,N.Fem.Inan,B2,"MiP, LM, Поехали",2,баню,Acc.Sing,Каждый год тридцать первого декабря мы с друзьями ходим в баню.,"Every year on December 31st, my friends and I go to the sauna.",_,"свободное время, жильё",,,
баня,5304,sauna,N.Fem.Inan,B2,"MiP, LM, Поехали",3,баня,Nom.Sing,"На территории завода были церковь, дом культуры и баня.","There was a church, a community center, and a sauna on the factory site.",_,"свободное время, жильё",,,
бар,5305,bar,N.Masc.Inan,B2,"MiP, LM",1,баре,Loc.Sing,Мы с Николаем познакомились в баре.,Nikolay and I met at a bar.,_,"свободное время, общение, еда",,,
бар,5306,bar,N.Masc.Inan,B2,"MiP, LM",2,барах,Loc.Plur,"Согласно новому закону, нельзя будет курить в ресторанах и барах.","According to the new law, smoking will be prohibited in restaurants and bars.",_,"свободное время, общение, еда",,,
бар,5307,bar,N.Masc.Inan,B2,"MiP, LM",3,баров,Gen.Plur,"Несмотря на небольшой размер города, в нём много торговых центров, ресторанов, баров и ночных клубов.","Despite the small size of the city, there are plenty of shopping centers, restaurants, bars and night clubs.",_,"свободное время, общение, еда",,,
барабан,5308,drum,N.Masc.Inan,B2,"Golosa, LM, МН",1,барабан,Nom.Sing,На шее у Летова висел барабан.,Letov had a drum hanging on a strap around his neck.,_,свободное время,,,
барабан,5309,drum,N.Masc.Inan,B2,"Golosa, LM, МН",2,барабаны,Nom.Plur,"Потом звучат барабаны, все берутся за руки, встают в большой круг и танцуют народный танец.","Then the drums start to play, everybody takes each others’ hands, they stand in a big circle and dance a folkdance.",_,свободное время,,,
барабан,5310,drum,N.Masc.Inan,B2,"Golosa, LM, МН",3,барабану,Dat.Sing,"Я говорила, что так нельзя, но ему всё по барабану.",I told him he cannot do that but he didn’t care at all.,_,свободное время,,,
баран,5311,sheep,N.Masc.Anim,B2,LM,1,баранов,Gen.Plur,"Виталий жил на ферме, разводил баранов и коз.",Vitaly lived at a farm where he had sheep and goats.,_,животные/растения,,,
баран,5312,sheep,N.Masc.Anim,B2,LM,2,барана,Gen.Sing,"Каждый сфинкс ― лев с головой барана, то есть соединение силы и доброты.","Each sphinx is a lion with a sheep’s head, in other words a coupling of strength and kindness.",_,животные/растения,,,
баран,5313,sheep,N.Masc.Anim,B2,LM,3,баран,Nom.Sing,Сколько весит взрослый баран?,How much does a full-grown sheep weigh?,_,животные/растения,,,
баранина,5314,lamb,N.Fem.Inan,B2,"LM, Поехали",1,баранины,Gen.Sing,Ты будешь шашлык из баранины или из говядины?,Would you like to have a lamb or a beef kebab?,_,"еда, магазин",,,
баранина,5315,lamb,N.Fem.Inan,B2,"LM, Поехали",2,баранина,Nom.Sing,"Вам не кажется, что баранина получилась очень жесткой?",Don't you think that the lamb came out too tough?,_,"еда, магазин",,,
бас,5316,bass,N.Masc.Anim,B2,LM,1,бас,Nom.Sing,В то время в Мариинском театре пел знаменитый бас Борис Штоколов.,At that time a famous bass singer Boris Shtokolov was singing in Mariinsky theater.,_,"учёба/работа, свободное время",,,
бас,5317,bass,N.Masc.Inan,B2,LM,2,басом,Ins.Sing,И вдруг он сказал басом: «Есть хочу!».,And then he suddenly said in a bass voice: «I want to eat!».,_,"учёба/работа, свободное время",,,
баскетболистка,5318,female basketball player,N.Fem.Anim,B2,LM,1,баскетболистка,Nom.Sing,В одной компании со мной оказалась известная в прошлом баскетболистка Нина Ерёмина с мужем.,I would up in the company with the formerly famous basketball player Nina Ermine and her husband.,_,"люди, свободное время",,,
бастовать,5319,protest,V,B2,LM,1,бастуют,Imperf.Plur.3,Уже третью неделю подряд рабочие бастуют против закрытия завода.,The workers have been protesting against the closing of the factory for three weeks in a row.,_,"люди, политика",,,
бегун,5320,runner,N.Masc.Anim,B2,LM,1,бегуны,Nom.Plur,"В пять утра на улице, кроме меня, только бегуны и люди с собаками.","At 5 AM aside from me, there are only runners and people walking their dogs outside.",_,"люди, учёба/работа, свободное время",,,
бегун,5321,runner,N.Masc.Anim,B2,LM,2,бегун,Nom.Sing,"В забеге пока лидирует бегун из Ямайки, но до финиша ещё пятьсот метров.",A runner from Jamaica is leading the race so far but there are still 500 meters to go to get to the finish line.,_,"люди, учёба/работа, свободное время",,,
беда,5322,trouble,N.Fem.Inan,B2,LM,1,беда,Nom.Sing,Пробки — это беда большого города.,Traffic jams are the bane of a big city.,_,внутренний мир,,,
беда,5323,trouble,N.Fem.Inan,B2,LM,2,беду,Acc.Sing,"На беду, с годами у меня стало появляться всё больше тайн.","Unfortunately, I started to have more and more secrets as I got older.",_,внутренний мир,,,
беда,5324,trouble,N.Fem.Inan,B2,LM,3,беды,Gen.Sing,Она не раз помогала мне выбраться из беды.,She helped me many times to get out of trouble.,_,внутренний мир,,,
бедность,5325,poverty,N.Fem.Inan,B2,LM,1,бедности,Gen.Sing,В России больше двух миллионов человек живёт за чертой бедности.,More than 2 million people live in Russia below the poverty level.,_,"магазин, политика, мера",,,
бедность,5326,poverty,N.Fem.Inan,B2,LM,2,бедностью,Ins.Sing,"Как вы собираетесь бороться с бедностью, когда станете президентом?",How are you planning to solve the poverty problem when you become the President of the country?,_,"магазин, политика, мера",,,
бедность,5327,poverty,N.Fem.Inan,B2,LM,3,бедность,Nom.Sing,"Бедность на телевидении была страшная: техника была старой и поломанной, студии тоже никто не ремонтировал.","There was terrible poverty at the television station: the equipment was old and broken, the studios hadn’t been repaired either.",_,"магазин, политика, мера",,,
бедствие,5328,disaster,N.Neut.Inan,B2,LM,1,бедствий,Gen.Plur,"В Японии регулярно проводят учения на случай стихийных бедствий, таких как землетрясения или цунами.",There are regular safety drills in Japan in case of natural disasters such as earthquakes or tsunamis.,_,погода,,,
бедствие,5329,disaster,N.Neut.Inan,B2,LM,2,бедствие,Acc.Sing,"Самый большой на тот момент корабль в мире потерпел бедствие, столкнувшись с айсбергом.",The biggest ship in the world at that time sank because it was hit by an iceberg.,_,погода,,,
бедствие,5330,disaster,N.Neut.Inan,B2,LM,3,бедствиями,Ins.Plur,Бороться со стихийными бедствиями человечеству всё ещё невероятно трудно.,It is still very difficult for humanity to deal with natural disasters.,_,погода,,,
бежевый,5331,beige,A,B2,"Golosa, LM",1,бежевом,Loc.Masc.Sing,Кто этот мужчина в бежевом пиджаке?,Who is that man in the beige jacket?,_,описание,,,
беженец,5332,refugee,N.Masc.Anim,B2,LM,1,беженцы,Nom.Plur,В прошлом году в наш маленький город приехали первые беженцы из Сирии.,Last year the first refugees from Syria came to our town.,_,"люди, политика",,,
беженец,5333,refugee,N.Masc.Anim,B2,LM,2,беженцев,Gen.Plur,Страна была готова принять до ста тысяч беженцев.,The country was ready to give asylum to up to one hundred thousand refugees.,_,"люди, политика",,,
беженец,5334,refugee,N.Masc.Anim,B2,LM,3,беженца,Gen.Sing,Около четырёх тысяч человек уже получили статус беженца.,About 4 thousand people have already gotten refugee status.,_,"люди, политика",,,
безвкусный,5335,tasteless,A,B2,LM,1,безвкусными,Ins.Plur,Конфеты вместо сладких получились абсолютно безвкусными.,The candies turned out to be completely tasteless instead of being sweet.,_,"описание, еда",,,
безвкусный,5336,tasteless,A,B2,LM,2,безвкусный,Nom.Masc.Sing,Я попробовала хлеб — он был совершенно безвкусный.,I tried the bread — it was completely tasteless.,_,"описание, еда",,,
безвкусный,5337,tasteless,A,B2,LM,3,безвкусную,Acc.Fem.Sing,Вместо чая мне принесли безвкусную желтую жидкость. Пить её я не смог.,Instead of tea they brought me some tasteless yellow liquid. I couldn’t drink it.,_,"описание, еда",,,
безвыходный,5338,hopeless,A,B2,LM,1,безвыходных,Gen.Plur,"Бабушка всегда учила нас, что безвыходных ситуаций не бывает.",Our grandmother always taught us that there are no hopeless situations.,_,"описание, внутренний мир",,,
безвыходный,5339,hopeless,A,B2,LM,2,безвыходную,Acc.Fem.Sing,"В тот момент мне показалось, что я попала в безвыходную ситуацию.",It seemed to me at that moment that I had gotten into a hopeless situation.,_,"описание, внутренний мир",,,
безвыходный,5340,hopeless,A,B2,LM,3,безвыходном,Loc.Neut.Sing,Он оказался в совершенно безвыходном положении: один в чужой стране ночью без денег и документов.,"He had gotten into an absolutely hopeless situation: all alone in a strange city at night, with no money or ID.",_,"описание, внутренний мир",,,
безграмотный,5341,illiterate,A,B2,LM,1,безграмотным,Ins.Neut.Sing,"Приехав в страну, они испугались: население было абсолютно бедным и безграмотным.","When they came to the country, they were shocked: the population was utterly destitute and illiterate.",_,"описание, внутренний мир, учёба/работа",,,
безграмотный,5342,illiterate,A,B2,LM,2,безграмотный,Nom.Masc.Sing,"Он хоть и безграмотный человек, но очень честный и добрый.","Although he wasn’t an educated person, he was very honest and kind.",_,"описание, внутренний мир, учёба/работа",,,
безграничный,5343,unlimited,A,B2,LM,1,безграничные,Inan.Acc.Plur,Компания предоставила новым сотрудникам почти безграничные возможности.,The company offered its employees almost unlimited opportunities.,_,"описание, учёба/работа",,,
безграничный,5344,unlimited,A,B2,LM,2,безграничными,Ins.Plur,Возможности 3D-печати кажутся безграничными.,The capability of 3D-printing seems unlimited.,_,"описание, учёба/работа",,,
безграничный,5345,unlimited,A,B2,LM,3,безграничный,Nom.Masc.Sing,"Покупая подписку, вы получаете безграничный доступ к фильмам нашей компании.","If you buy a subscription, you get unlimited access to all of our company's movies.",_,"описание, учёба/работа",,,
бездарный,5346,mediocre,A,B2,LM,1,бездарного,Gen.Masc.Sing,Из-за бездарного учителя я так и не выучил физику.,Because of a mediocre teacher I didn’t learnt physics.,_,"описание, учёба/работа",,,
бездарный,5347,mediocre,A,B2,LM,2,бездарная,Nom.Fem.Sing,"Он считал, что она — бездарная певица.",He thought that she was a mediocre singer.,_,"описание, учёба/работа",,,
бездарный,5348,mediocre,A,B2,LM,3,бездарный,Nom.Masc.Sing,"По её мнению, он не гений, а бездарный художник.","In her opinion, he’s not a genius but a mediocre artist.",_,"описание, учёба/работа",,,
бездействовать,5349,be inactive,A,B2,LM,1,бездействующих,Gen.Plur,В своей речи она обвиняла бездействующих политиков.,"In her speech, she accused the politicians of failing to do anything.",_,"описание, учёба/работа",,,
бездельничать,5350,be idle,V,B2,LM,1,бездельничать,Imperf.Inf,Она не привыкла бездельничать и всегда ругала себя за праздный отдых.,She was not used to doing nothing and always blamed herself for pointless idling.,_,"люди, учёба/работа, свободное время",,,
бездельничать,5351,be idle,V,B2,LM,2,бездельничали,Imperf.Plur.Past,"В Испании они целыми днями бездельничали, наслаждаясь отдыхом.",In Spain they did nothing every day and just enjoyed their vacation.,_,"люди, учёба/работа, свободное время",,,
бездельничать,5352,be idle,V,B2,LM,3,бездельничал,Imperf.Masc.Sing.Past,Почему ты бездельничал целый месяц?,Why haven’t you’ve been doing anything the whole month?,_,"люди, учёба/работа, свободное время",,,
бездушный,5353,soulless,A,B2,LM,1,бездушна,Fem.Sing,"Они говорят, что машины могут полностью заменить людей во многих профессиях, но ведь машина бездушна! Как быть с этим?",They say that robots can replace people in many professions but robots don’t have a soul. How will that work?,_,"описание, внутренний мир",,,
беззаботный,5354,carefree,A,B2,LM,1,беззаботный,Nom.Masc.Sing,"После тяжёлого июня наступил беззаботный июль, когда я наконец расслабилась и улетела в отпуск.","After a tough June, came a carefree July when I finally managed to relax and flew away for a vacation.",_,"описание, внутренний мир",,,
беззаботный,5355,carefree,A,B2,LM,2,беззаботной,Gen.Fem.Sing,"Он понял, что после окончания университета остался отделённым от беззаботной студенческой среды.",He realized that after graduating from university he was cut off from the carefree student environment.,_,"описание, внутренний мир",,,
беззаботный,5356,carefree,A,B2,LM,3,беззаботное,Nom.Neut.Sing,В школе было хорошо — беззаботное время…,It was so nice at school — such a carefree time…,_,"описание, внутренний мир",,,
беззащитный,5357,helpless,A,B2,LM,1,беззащитными,Ins.Plur,Они вдруг почувствовали себя маленькими и беззащитными перед лицом государства.,They suddenly felt little and helpless when confronted with the government.,_,"описание, внутренний мир",,,
беззащитный,5358,helpless,A,B2,LM,2,беззащитным,Ins.Neut.Sing,"Вы понимаете, что такие опыты — это издевательство над беззащитным существом?",Do you understand that such experiments are torturing a helpless creature?,_,"описание, внутренний мир",,,
беззащитный,5359,helpless,A,B2,LM,3,беззащитный,Nom.Masc.Sing,"Пока ребёнок маленький и беззащитный перед лицом многих болезней, очень важно ставить ему необходимые прививки.","While a child is little and helpless against many diseases, it’s very important to give him or her all the necessary vaccines.",_,"описание, внутренний мир",,,
безличный,5360,impersonal,A,B2,LM,1,безличное,Nom.Neut.Sing,"Bcё безличное, особенно ― в искусстве, будет забыто.","Everything impersonal, especially in art, will be forgotten.",_,"описание, внутренний мир",,,
безлюдный,5361,deserted,A,B2,LM,1,безлюдно,Neut.Sing,В аэропорту было на удивление безлюдно.,The airport was surprisingly empty.,_,"описание, люди",,,
безлюдный,5362,deserted,A,B2,LM,2,безлюден,Masc.Sing,Ночью этот город был абсолютно безлюден.,That city was absolutely deserted at night.,_,"описание, люди",,,
безнадёжный,5363,hopeless,A,B2,LM,1,безнадёжно,Neut.Sing,"Кажется, дело безнадёжно…",It seems that the situation is hopeless.,_,"описание, внутренний мир, учёба/работа, мера",,,
безнадёжный,5364,hopeless,A,B2,LM,2,безнадёжных,Gen.Plur,"Казалось, он умел выходить даже из самых безнадёжных ситуаций.",It seemed like he could get out of even the most hopeless situations.,_,"описание, внутренний мир, учёба/работа, мера",,,
безнадёжный,5365,hopeless,A,B2,LM,3,безнадёжными,Ins.Plur,Этот врач работал даже с безнадёжными больными.,This doctor worked even with hopeless patients.,_,"описание, внутренний мир, учёба/работа, мера",,,
безобразный,5366,ugly,A,B2,LM,1,безобразный,Nom.Masc.Sing,"Вам не кажется, что это совершенно безобразный поступок?",Don't you think it's an absolutely reckless thing to do?,_,"описание, внутренний мир",,,
безобразный,5367,ugly,A,B2,LM,2,безобразна,Fem.Sing,"Эта риторика безобразна, она приведёт к фашизму!","This rhetoric is disgusting, it will lead to fascism!",_,"описание, внутренний мир",,,
безобразный,5368,ugly,A,B2,LM,3,безобразное,Nom.Neut.Sing,В зеркале передо мной было безобразное отражение.,I saw a disgusting reflection in the mirror.,_,"описание, внутренний мир",,,
безопасность,5369,safety,N.Fem.Inan,B2,LM,1,безопасности,Gen.Sing,"Уважаемые пассажиры, в целях вашей безопасности курить запрещено на протяжении всего полёта.","Dear passengers, for your safety smoking is strictly prohibited during the whole flight.",_,люди,,,
безопасность,5370,safety,N.Fem.Inan,B2,LM,2,безопасность,Nom.Sing,Безопасность всей страны оказалась под угрозой.,The safety of the entire country was threatened.,_,люди,,,
безопасность,5371,safety,N.Fem.Inan,B2,LM,3,безопасностью,Ins.Sing,Власти города всерьёз обеспокоены безопасностью дорожного движения.,The city government is seriously worried about traffic safety.,_,люди,,,
безопасный,5372,safe,A,B2,LM,1,безопасного,Gen.Neut.Sing,Наблюдать за запуском ракет можно только с безопасного расстояния.,One can watch rocket launches only from a safe distance.,_,"описание, люди",,,
безопасный,5373,safe,A,B2,LM,2,безопасный,Nom.Masc.Sing,"Вакцинация против вирусных инфекций ― наиболее безопасный, эффективный и экономичный метод борьбы с ними.","Vaccination is the safest, most effective and economical way to prevent diseases caused by viruses.",_,"описание, люди",,,
безопасный,5374,safe,A,B2,LM,3,безопасные,Nom.Plur,"Антибиотики — это вещества смертельные для бактерий, но безопасные для человека.",Antibiotics are deadly for bacteria but safe for people.,_,"описание, люди",,,
безработица,5375,unemployment,N.Fem.Inan,B2,LM,1,безработицы,Gen.Sing,Рост безработицы экономисты связывают с кризисом.,Economists associate a rise in unemployment with the crisis.,_,"люди, политика, мера",,,
безработица,5376,unemployment,N.Fem.Inan,B2,LM,2,безработица,Nom.Sing,За последние шесть лет безработица снизилась на двенадцать процентов.,During the last six years the unemployment rate decreased by twelve percent.,_,"люди, политика, мера",,,
безработица,5377,unemployment,N.Fem.Inan,B2,LM,3,безработице,Dat.Sing,За последний год пособия по безработице получили четыре тысячи человек.,Last year four thousand people got unemployment support.,_,"люди, политика, мера",,,
безработный,5378,unemployed,N.Masc.Anim,B2,"LM, Поехали",1,безработных,Gen.Plur,"На заседании министр отметил, что число безработных выросло по сравнению с 2015 годом.",During the meeting the Minister said that the number of unemployed people increased compared to 2015.,_,"описание, люди, политика",,,
безработный,5379,unemployed,A,B2,"LM, Поехали",2,безработная,Nom.Fem.Sing,Он не может сейчас бросить работу: у него безработная жена и маленький ребёнок.,He can’t quit his job now: he has an unemployed wife and a small child.,_,"описание, люди, политика",,,
безработный,5380,unemployed,N.Masc.Anim,B2,"LM, Поехали",3,безработным,Dat.Plur,Безработным в течение двух месяцев выплачивают пособие и помогают с поиском работы.,Unemployed people get support for two months and get help to find a job.,_,"описание, люди, политика",,,
бекон,5381,bacon,N.Masc.Inan,B2,LM,1,бекона,Gen.Sing,Элизабет съела один тост с ломтиком бекона и выпила апельсиновый сок.,Elisabeth ate a piece of toast with a slice of bacon and drank some orange juice.,_,"еда, магазин",,,
белеть,5382,show white,V,B2,LM,1,белели,Imperf.Plur.Past,Вдали белели крыши деревенских домов.,In the distance you could see the white roofs of the houses in the village.,_,описание,,,
белеть,5383,show white,V,B2,LM,2,белея,Imperf.Gerund,"Подул ветерок, она подошла, белея платьем, к воде.","The wind blew, and she approached the water in a white dress.",_,описание,,,
белеть,5384,show white,A,B2,LM,3,белеющих,Gen.Plur,Чуть дальше он увидел несколько белеющих статуй.,A little further away he saw several white statues.,_,описание,,,
белка,5385,squirrel,N.Fem.Anim,B2,LM,1,белки,Nom.Plur,"В этом парке живут белки, которых часто можно встретить на дорожках.",Squirrels live in this park and you can often see them on the paths.,_,животные/растения,,,
белка,5386,squirrel,N.Fem.Anim,B2,LM,2,белок,Gen.Plur,"Он до этого никогда не видел белок и решил, что перед ним мышь.",He had never seen squirrels before and decided that there was a mouse in front of him.,_,животные/растения,,,
белка,5387,squirrel,N.Fem.Anim,B2,LM,3,белке,Dat.Sing,"Если дать белке орех, она спрячет его под деревом.","If you give a squirrel a nut, he will hide it under a tree.",_,животные/растения,,,
белок,5388,protein,N.Masc.Inan,B2,LM,1,белков,Gen.Plur,"В том, что вы едите, должно быть хотя бы тридцать процентов белков.",The food you eat should contain at least thirty percent protein.,_,"еда, здоровье",,,
белок,5389,protein,N.Masc.Inan,B2,LM,2,белка,Gen.Sing,"От витамина А зависит производство коллагена ― белка, отвечающего за упругость кожи.",Vitamin A affects the production of collagen — a protein that makes your skin elastic.,_,"еда, здоровье",,,
белок,5390,protein,N.Masc.Inan,B2,LM,3,белок,Nom.Sing,"Финальный шаг: вылить тесто в форму, сверху выложить взбитый белок.",The final step is to pour the batter into a baking pan and put whipped egg whites on top.,_,"еда, здоровье",,,
белорус,5391,Belorussian,N.Masc.Anim,B2,"LM, МН",1,белорусы,Nom.Plur,Белорусы обычно прекрасно говорят по-русски.,Belorussians usually speak Russian perfectly.,_,"люди, политика",,,
белорус,5392,Belorussian,N.Masc.Anim,B2,"LM, МН",2,белоруссы,Nom.Plur,,,_,"люди, политика",,,
бельгийка,5393,Belgian,N.Fem.Anim,B2,LM,1,бельгийки,Gen.Sing,В полуфинале бельгийки сыграют с англичанками.,In semi-final the Belgians will play with the British sportswomen.,_,"люди, политика",,The requested form is Gen.Sg but this is Nom.Pl,
бельгийка,5394,Belgian,N.Fem.Anim,B2,LM,2,бельгийка,Nom.Sing,Компанию в тот момент возглавляла бельгийка Анн Кювельер.,At that time the head of the company was the Belgian Ann Cuvelier.,_,"люди, политика",,,
белье,5395,underwear,N.Neut.Inan,B2,LM,1,бельё,Acc.Sing,Не забудь развесить бельё! Машинка только что достирала.,Don’t forget to hang up the laundry. The washing machine has just finished the cycle.,_,"одежда, магазин",,,
белье,5396,underwear,N.Neut.Inan,B2,LM,2,бельём,Ins.Sing,Под раковиной стояла корзина с грязным бельём.,The basket with dirty laundry was under the sink.,_,"одежда, магазин",,,
белье,5397,underwear,N.Neut.Inan,B2,LM,3,белья,Gen.Sing,На Новый год мы подарили Петровым комплект красивого постельного белья.,For New Year’s Eve we gave the Petrovs a set of beautiful bed linen as a present.,_,"одежда, магазин",,,
беременный,5398,pregnant,A,B2,LM,1,беременных,Gen.Plur,В московский роддом №4 я пришла на курсы для беременных.,I arrived at Moscow birth center number 4 for childbirth classes.,_,"описание, люди, здоровье",,,
беременный,5399,pregnant,A,B2,LM,2,беременная,Nom.Fem.Sing,"Сам знаешь, у меня пять дочек. Да ещё жена беременная.",You know yourself that I have five daughters. Plus my wife is pregnant.,_,"описание, люди, здоровье",,,
беременный,5400,pregnant,A,B2,LM,3,беременна,Fem.Sing,"Я не могла поверить своим глазам, когда узнала, что беременна!",I couldn’t believe my eyes when I found out that I was pregnant!,_,"описание, люди, здоровье",,,
берет,5401,beret,N.Masc.Inan,B2,LM,1,берете,Loc.Sing,"Желая быть похожим на местных, по Парижу он ходил в красном берете и шарфике, с фотоаппаратом через плечо.","Trying to look like the locals, he walked around Paris dressed in red beret and scarf, with a camera over his shoulder.",_,одежда,,,
беседка,5402,gazebo,N.Fem.Inan,B2,LM,1,беседки,Gen.Sing,Вокруг беседки Костя посадил розы.,Kostya planted roses around the gazebo.,_,"жильё, свободное время",,,
